14, 1, 0.16467797465164727
29, 1, 0.24524664864414303
91, 1, 0.2611083504977604
16, 1, 0.3785172083236952
98, 3, 0.07698210803201479
37, 3, 0.17402004150553183
68, 3, 0.2926998737597745
21, 4, 0.12421472373731132
99, 4, 0.1625087245669024
85, 4, 0.16883124163761745
29, 5, 0.1566418224366438
91, 5, 0.17449695858374073
2, 5, 0.2485243588322845
25, 8, 0.10931217193767082
57, 8, 0.13217486399216036
15, 8, 0.2618701677703548
50, 10, 0.13268808613626212
60, 11, 0.11253690538195656
32, 11, 0.11581469796129586
86, 11, 0.19257651780776117
91, 14, 0.09662608590856268
89, 14, 0.1164081361774366
16, 14, 0.21461157829616695
30, 14, 0.28146670397628204
57, 15, 0.12976015892295817
30, 16, 0.095479920790237
91, 16, 0.12174865076356758
29, 16, 0.13990164610883057
42, 16, 0.16360291584919526
80, 16, 0.17078425895791677
92, 17, 0.0457477387283482
63, 17, 0.1101693186982573
48, 17, 0.12597006241614428
93, 17, 0.12956094497965231
39, 17, 0.13248475771275273
35, 17, 0.1340975595199007
94, 17, 0.19180597971385954
71, 17, 0.20242208134908488
49, 18, 0.0853378615505468
72, 18, 0.10818878264391703
77, 18, 0.1205889739982175
90, 18, 0.15774907981007744
58, 18, 0.2063084354326722
80, 18, 0.24467206209280998
96, 19, 0.16410561328089157
35, 19, 0.2101978749167663
42, 20, 0.10103877349442242
32, 20, 0.11475360590725571
30, 20, 0.13621830074484875
85, 21, 0.04465108426097994
25, 22, 0.1318376572086785
31, 23, 0.16963457681211497
83, 23, 0.17173120414859344
35, 27, 0.18331611090415229
93, 27, 0.1902245907007982
63, 27, 0.1979882056275784
52, 27, 0.21590672445337541
91, 29, 0.018455201557369856
89, 29, 0.18133690576318784
30, 29, 0.19994316229567036
42, 30, 0.06812314063731208
91, 30, 0.18519340426911796
49, 31, 0.17291837505771446
90, 31, 0.22563491966462096
81, 32, 0.09063943304455925
93, 35, 0.0069902537952375
63, 35, 0.02394978110254072
85, 35, 0.19626297698407436
94, 35, 0.20589453869382568
39, 36, 0.11043280523080376
17, 36, 0.21571541667926028
97, 36, 0.2240619924109205
63, 36, 0.2421241825996479
68, 37, 0.11874527797706538
94, 37, 0.14898124098433027
97, 39, 0.11362955495061353
48, 39, 0.14118946232092383
100, 39, 0.15341170464592396
92, 39, 0.16808803032985395
63, 39, 0.204706077901753
93, 39, 0.21840015457103898
35, 39, 0.22510358366721167
98, 41, 0.15771807451710687
80, 42, 0.13186762205102467
51, 45, 0.18834414522555692
97, 48, 0.027560591682093516
92, 48, 0.11766855641677915
63, 48, 0.2361320425606261
36, 48, 0.2516214434539683
93, 48, 0.255522634962912
35, 48, 0.26004866811894917
80, 49, 0.19237969478585248
77, 49, 0.2031857581474255
87, 49, 0.26516209816075975
58, 49, 0.272724576038561
55, 50, 0.10197857562956113
85, 50, 0.1439288578196166
85, 52, 0.19201177878329653
56, 53, 0.0625858316478539
57, 53, 0.1635109123371702
82, 53, 0.22447563937686105
96, 55, 0.1411748815695872
77, 55, 0.17819462443405124
4, 55, 0.19127158281606893
21, 55, 0.21909857768716745
82, 56, 0.16204448583776085
52, 58, 0.27671108274769707
50, 58, 0.3235599585405401
79, 59, 0.12338423343412634
68, 59, 0.16994983561478622
94, 59, 0.19794796789611557
86, 60, 0.08022881860623922
65, 60, 0.11947691806796668
82, 62, 0.02192517590161816
71, 63, 0.14048441923709584
94, 63, 0.19599549052853296
83, 66, 0.19802859662878794
94, 68, 0.03397825651491312
17, 68, 0.22348365206584064
63, 68, 0.22953204857839943
93, 68, 0.23209235733235228
92, 71, 0.1904404312974301
60, 75, 0.1970413884579643
15, 75, 0.2073654734602863
45, 75, 0.23967905653364976
52, 77, 0.2562603722669497
98, 79, 0.06471075921993216
90, 80, 0.0869427134484414
20, 80, 0.2327057059020507
87, 81, 0.11075622155346132
96, 85, 0.10469370428400651
93, 85, 0.20315359103429068
91, 89, 0.19948663611669498
16, 89, 0.32121895080306756
2, 89, 0.3263029742942414
97, 92, 0.11647784338127633
94, 92, 0.2373766528737746
94, 93, 0.19919587688678558
63, 97, 0.22359212122565242
93, 97, 0.24249142807347782
35, 97, 0.24751307101923323
53, 98, 0.23645584823075752
63, 100, 0.24581149705263186
36, 100, 0.2638313086591985
35, 100, 0.2696731664358998
